1	160	2.90011
1	394	2.26208
1	501	0.853635
1	621	1.9373
1	1485	1.16458
1	1885	3.80225
1	2970	5.6985
2	66	3.22353
2	253	3.20332
2	757	3.41392
2	1395	2.87657
2	1586	2.09887
2	1876	0.00114845
2	2163	3.83077
3	585	1.02402
3	765	0.949782
3	1731	2.19969
3	1967	2.22365
3	2600	4.04315
3	2607	3.71563
3	2700	4.37591
4	99	1.05398
4	667	2.25183
4	804	1.88747
4	1001	3.64115
4	1576	1.90662
4	2114	3.51473
4	2459	4.20158
5	228	1.83438
5	255	2.16286
5	884	2.16967
5	1087	2.7
5	1404	2.41846
5	1776	2.66152
5	2316	3.56932
6	90	2.32872
6	286	3.42498
6	389	2.74805
6	1056	2.07171
6	1074	3.68191
6	1139	1.6748
6	1620	2.56795
7	39	0.947742
7	213	2.55573
7	1882	0.147628
7	2060	3.98123
7	2822	2.63458
7	2968	4.41705
7	2969	4.11348
8	849	1.30455
8	922	1.57607
8	1326	1.85802
8	1672	2.24709
8	1984	3.70324
8	2420	3.72582
8	2512	4.10466
9	200	0.0535235
9	235	2.61522
9	272	1.60512
9	375	2.09915
9	1284	2.1517
9	2823	6.34501
9	2985	3.6439
10	721	0.640165
10	968	3.6096
10	986	2.01265
10	1118	0.404709
10	1548	0.295609
10	2793	4.90046
10	2972	6.56261
11	276	1.43982
11	315	2.59761
11	477	2.72076
11	744	2.32201
11	2301	3.53077
11	2535	0.162681
11	2932	5.73601
12	48	2.45489
12	263	3.06862
12	449	3.06862
12	560	3.11204
12	565	3.11204
12	2180	0.904427
12	2340	4.86922
13	57	0.584461
13	411	0.0145901
13	992	0.56675
13	2640	3.70441
13	2935	4.48848
13	2938	4.32334
13	2983	4.83859
14	1212	3.7261
14	1976	1.40514
14	2130	2.14857
14	2342	2.23632
14	2416	2.39987
14	2608	3.04305
14	2691	3.58327
15	148	2.69185
15	447	1.59273
15	506	3.68935
15	635	1.8441
15	1076	1.29464
15	1289	1.03031
15	2855	6.36257
16	397	2.31864
16	748	2.39895
16	942	2.88847
16	1000	1.76729
16	1130	2.72143
16	1243	2.72143
16	2189	3.72526
17	1368	0.00175981
17	2671	3.44671
17	2678	3.45286
17	2729	3.75197
17	2744	1.22181
17	2788	4.1629
17	2936	2.46196
18	176	1.61258
18	182	1.64765
18	381	2.60349
18	1237	3.09105
18	1324	2.64437
18	1589	3.21706
18	2994	3.76937
19	395	3.70405
19	2765	1.58208
19	2861	2.33058
19	2882	2.38882
19	2910	2.62305
19	2921	2.95468
19	2928	2.93699
20	84	2.12386
20	103	2.83181
20	115	2.83181
20	417	2.12386
