1	673	1.47734
1	1275	3.31338
1	2139	1.71236
1	2830	2.7
1	3234	1.44279
1	8637	3.96818
1	9278	4.75414
2	3338	0.364072
2	7923	2.50047
2	8374	2.4995
2	9123	3.03357
2	9161	3.234
2	9312	3.53231
2	9499	3.35639
3	2554	1.91278
3	4132	1.62535
3	4211	1.91233
3	6888	1.23739
3	7607	3.16002
3	7960	3.26714
3	8965	4.79085
4	348	1.54812
4	1413	1.80711
4	2262	2.24202
4	2536	2.22582
4	7329	3.10872
4	7682	2.70053
4	9183	4.88817
5	23	2.26078
5	182	2.28371
5	1035	2.69035
5	3157	2.04398
5	3345	2.7
5	5216	2.81553
5	7928	4.57383
6	3897	1.5693
6	4099	2.13822
6	4612	1.56739
6	4830	1.95287
6	7063	3.29327
6	7395	3.49415
6	8952	4.50528
7	2968	1.31626
7	3225	0.985009
7	3818	1.73344
7	6777	2.94493
7	7816	2.91411
7	8506	3.81201
7	9602	4.81435
8	1479	1.85203
8	4000	1.46358
8	4415	1.96672
8	6123	1.97694
8	8268	3.18303
8	9116	4.08831
8	9252	3.98973
9	6362	1.52255
9	6487	2.37245
9	6936	1.98174
9	7351	2.55881
9	8103	2.27275
9	9640	3.91134
9	9814	3.90076
10	946	1.84394
10	2459	1.88164
10	5024	2.25936
10	6879	2.72454
10	6916	3.32869
10	9285	4.63033
10	9567	3.0894
11	2142	2.07139
11	7238	0.907028
11	8228	3.58384
11	8632	2.5554
11	9484	3.4869
11	9639	3.55176
11	9995	4.09573
12	2932	2.12257
12	5017	2.47734
12	5216	4.15692
12	5971	2.6361
12	6567	2.03826
12	8358	3.81142
12	8514	3.58278
13	2094	1.40139
13	3798	1.82017
13	5228	2.52897
13	6050	2.48856
13	7267	2.89584
13	7962	3.30448
13	9320	4.08101
14	1026	1.85203
14	3551	0.855897
14	4576	1.12515
14	7519	2.20342
14	8173	2.63284
14	9075	4.51403
14	9904	5.33683
15	1995	2.61279
15	2184	1.16903
15	5172	1.42839
15	7535	0.577524
15	8822	3.18422
15	9234	3.37243
15	9899	4.90139
16	306	1.85005
16	972	1.77946
16	3738	3.16228
16	3982	2.58654
16	4591	2.84352
16	5524	2.99988
16	9344	4.60923
17	537	1.19839
17	4477	2.6572
17	4598	2.16673
17	7204	2.64484
17	7863	2.81912
17	8530	3.29152
17	9005	3.7423
18	3181	2.17159
18	4452	2.07422
18	4476	1.72538
18	7197	2.80566
18	7897	4.02922
18	8069	3.86199
18	9863	1.88336
19	4096	1.21769
19	4428	1.67376
19	5762	2.15457
19	6220	2.20357
19	7671	3.06066
19	7845	2.98965
19	9898	5.22028
20	2283	1.74465
20	4484	1.62876
20	4946	1.56317
20	5077	2.10588
20	8251	2.92576
20	8954	3.75273
20	9832	4.79945
21	414	1.92349
21	696	1.85203
21	2342	2.77659
21	3293	3.05572
21	5343	2.33811
21	6660	3.01036
21	6897	3.56446
22	1743	0.932359
22	5098	1.11989
22	5595	2.00038
22	7963	2.86764
22	8322	3.03154
22	9786	4.58048
22	9835	4.13621
23	5	2.26078
23	3345	2.23126
23	4835	1.49576
23	5758	4.68722
23	7548	2.57604
23	7742	3.14829
23	9447	4.95628
24	2691	2.10475
24	6592	2.14704
24	6685	2.58252
24	7163	2.93281
24	7446	2.94117
24	8621	3.95974
24	9082	1.26137
25	2316	0.680485
25	4020	2.118
25	5037	1.66116
25	5137	2.60236
25	8146	4.08062
25	8315	3.48091
25	8380	3.89679
26	443	1.32438
26	1922	0.347963
26	5396	4.15692
26	7897	2.7952
26	9295	4.07719
26	9379	3.99158
26	9472	4.1319
27	4179	3.16228
27	4599	2.20949
27	4702	2.01484
27	4785	2.19864
27	6023	1.83976
27	8985	4.42005
27	9117	3.98554
28	3440	1.8688
28	4449	2.0155
28	6378	2.42732
28	6408	2.51045
28	7352	2.2959
28	8492	3.42681
28	9751	5.55033
29	1609	2.26274
29	4931	1.19275
29	5874	1.44748
29	8124	2.67917
29	8575	2.81458
29	9196	3.66755
29	9939	4.86653
30	619	1.6171
30	973	2.32158
30	2594	1.57394
30	6112	2.9356
30	6873	1.54944
30	8237	4.03318
30	8516	4.1871
31	7853	1.49018
31	7991	1.48829
31	8622	6.59082
31	9298	3.41265
31	9401	3.30639
31	9577	3.54571
31	9813	3.42498
32	1112	1.85203
32	2537	1.51979
32	3323	2.23879
32	4115	1.71232
32	7070	3.4186
32	7494	2.92244
32	9333	4.85621
33	1725	0.797109
33	2522	2.65817
33	7451	2.02445
33	8884	3.22046
33	9275	3.93754
33	9450	4.03011
33	9640	1.41964
34	4805	1.1007
34	5242	1.67097
34	6655	2.60394
34	7271	2.495
34	8900	3.29734
34	8996	3.82176
34	9929	4.97591
35	4948	1.2871
35	5144	1.36749
35	5641	2.07024
35	6516	1.44582
35	9214	2.39168
35	9827	5.21181
35	9916	5.2858
36	1118	2.01721
36	5633	2.9914
36	7025	3.34255
36	8439	4.33344
36	8691	3.98379
36	9772	2.03002
36	9956	3.2514
37	3294	0.646151
37	3759	0.80356
37	6329	1.61127
37	8377	3.28852
37	8712	3.84531
37	9341	4.22157
37	9383	4.10599
38	677	1.09129
38	5286	2.12948
38	6138	2.55199
38	7376	3.93567
38	7572	3.5173
38	8168	3.44251
38	8708	2.20508
39	5749	1.35793
39	6571	1.96087
39	7309	2.24838
39	7414	2.19708
39	8303	2.99487
39	9150	3.54095
39	9530	4.22028
40	923	0.635599
40	3306	3.46312
40	7600	2.13765
40	7683	2.1876
40	8894	3.84153
40	9114	3.61417
40	9832	4.63009
41	1848	2.05646
41	4477	3.48171
41	4598	2.99123
41	4657	2.02427
41	6092	5.23832
41	6328	2.47109
41	7863	3.64362
42	2311	1.32417
42	4874	1.8004
42	4941	1.56926
42	7768	2.69747
42	8239	3.09081
42	9093	3.58756
42	9752	4.45106
43	1563	2.26274
43	4398	1.30885
43	6178	1.50628
43	8049	2.74636
43	8197	3.06075
43	8761	3.99001
43	8855	4.05591
44	653	1.39043
44	4484	2.21285
44	5077	2.68997
44	5982	2.31366
44	8366	3.56305
44	9481	4.49841
44	9802	6.29636
45	99	2.6483
45	4927	0.68767
45	7553	2.48989
45	7562	2.74991
45	7644	2.59982
45	7958	3.11002
45	9349	4.23455
46	413	1.95344
46	6369	1.47173
46	7910	2.95456
46	8040	2.64096
46	8417	2.60384
46	9370	3.64999
46	9822	4.3483
47	3083	1.49998
47	4563	1.46151
47	7425	1.83308
47	7567	2.63935
47	7810	1.63488
47	9792	4.41463
47	9882	4.81986
48	3771	1.11331
48	4924	0.826228
48	4998	1.57333
48	6965	3.28351
48	8739	3.62296
48	8811	4.38163
48	9006	3.71935
49	5080	1.57507
49	5864	2.00508
49	6360	1.82085
49	7025	1.87184
49	7255	2.33767
49	9281	3.92177
