1	1 
2	352 
3	307 
4	277 
5	464 
6	206 
7	215 
8	338 
9	281 
10	347 
11	216 
12	48 
13	285 
14	44 
15	370 
16	296 
17	195 
18	47 
19	184 
20	243 
21	77 
22	446 
23	316 
24	69 
25	86 
26	133 
27	78 
28	317 
29	391 
30	104 
31	126 
32	356 
33	405 
34	5 
35	419 
36	18 
37	21 
38	285 
39	31 
40	346 
41	122 
42	300 
43	430 
44	83 
45	462 
46	208 
47	484 
48	404 
49	290 
50	370 
51	52 
52	193 
53	239 
54	172 
55	270 
56	164 
57	420 
58	371 
59	217 
60	195 
61	367 
62	156 
63	312 
64	63 
65	6 
66	4 
67	121 
68	364 
69	160 
70	413 
71	197 
72	432 
73	444 
74	351 
75	346 
76	289 
77	112 
78	121 
79	372 
80	358 
81	59 
82	112 
83	225 
84	68 
85	87 
86	461 
87	459 
88	306 
89	164 
90	183 
91	432 
92	205 
93	376 
94	450 
95	162 
96	432 
97	59 
98	256 
99	485 
100	222 
101	49 
102	377 
103	228 
104	266 
105	22 
106	142 
107	46 
108	24 
109	483 
110	44 
111	188 
112	126 
113	228 
114	30 
115	233 
116	212 
117	117 
118	55 
119	165 
120	125 
121	454 
122	164 
123	7 
124	258 
125	182 
126	468 
127	103 
128	101 
129	132 
130	114 
131	92 
132	170 
133	264 
134	442 
135	157 
136	357 
137	128 
138	354 
139	214 
140	358 
141	193 
142	404 
143	5 
144	367 
145	224 
146	47 
147	483 
148	125 
149	26 
150	193 
151	345 
152	153 
153	124 
154	205 
155	400 
156	317 
157	308 
158	351 
159	346 
160	177 
161	256 
162	100 
163	319 
164	154 
165	333 
166	242 
167	486 
168	191 
169	98 
170	139 
171	20 
172	215 
173	458 
174	306 
175	23 
176	484 
177	51 
178	99 
179	278 
180	164 
181	270 
182	150 
183	17 
184	140 
185	72 
186	258 
187	268 
188	277 
189	18 
190	202 
191	350 
192	403 
193	121 
194	171 
195	350 
196	234 
197	187 
198	315 
199	125 
200	421 
201	16 
202	284 
203	206 
204	486 
205	226 
206	127 
207	250 
208	287 
209	47 
210	308 
211	212 
212	143 
213	387 
214	27 
215	71 
216	145 
217	93 
218	272 
219	170 
220	435 
221	356 
222	216 
223	399 
224	149 
225	49 
226	448 
227	122 
228	34 
229	393 
230	239 
231	80 
232	108 
233	31 
234	105 
235	19 
236	446 
237	36 
238	412 
239	21 
240	320 
241	84 
242	45 
243	430 
244	403 
245	417 
246	328 
247	461 
248	381 
249	41 
250	85 
251	95 
252	381 
253	32 
254	166 
255	438 
256	211 
257	433 
258	453 
259	202 
260	411 
261	69 
262	25 
263	80 
264	233 
265	418 
266	343 
267	357 
268	116 
269	484 
270	50 
271	263 
272	208 
273	103 
274	367 
275	133 
276	37 
277	184 
278	484 
279	242 
280	258 
281	367 
282	69 
283	166 
284	84 
285	301 
286	106 
287	247 
288	125 
289	357 
290	405 
291	273 
292	472 
293	466 
294	290 
295	292 
296	354 
297	471 
298	335 
299	340 
300	413 
301	302 
302	248 
303	167 
304	207 
305	454 
306	257 
307	473 
308	37 
309	191 
310	199 
311	348 
312	318 
313	441 
314	244 
315	97 
316	100 
317	227 
