1	44	2.85231
1	199	2.77034
1	509	2.72585
1	1372	3.18839
1	1391	3.23005
1	1635	0.81
1	1745	3.19863
2	4352	2.43237
2	4358	2.37035
2	4572	3.05967
2	4573	3.23444
2	4584	5.43058
2	4632	3.4766
2	4650	3.38795
3	39	2.34746
3	88	2.28476
3	316	2.77585
3	456	2.26418
3	1571	2.69222
3	1675	2.70257
3	2119	2.9025
4	2970	2.22983
4	3016	1.90052
4	3203	1.90574
4	3486	2.34185
4	4034	2.97541
4	4057	3.05709
4	4254	3.55903
5	4771	1.60773
5	4825	1.88611
5	4872	2.48208
5	4893	2.54623
5	4903	2.74244
5	4976	3.39267
5	4987	3.32283
6	1714	0.953134
6	3505	2.44022
6	3629	2.44778
6	3704	2.68061
6	3901	3.04529
6	4113	3.34606
6	4119	3.05506
7	2391	0.653691
7	3727	2.67673
7	3827	2.84559
7	3831	2.6396
7	3837	3.01313
7	3860	3.01115
7	3990	3.12188
8	1393	0.81
8	1880	2.87954
8	2004	2.87954
8	2007	2.91962
8	2072	3.24062
8	2257	3.02312
8	2369	3.0232
9	4521	5.17802
9	4602	1.56999
9	4784	2.6054
9	4794	2.64559
9	4911	3.56782
9	4932	3.79595
9	4936	3.79582
10	1873	2.26421
10	1928	2.17612
10	2045	2.35779
10	2085	2.53787
10	2240	2.58312
10	2648	2.68527
10	3140	3.36343
11	92	2.74905
11	440	2.30312
11	862	2.49065
11	1046	2.48164
11	1270	2.45468
11	1327	2.64666
11	2112	2.84051
12	3864	1.21862
12	4027	1.55458
12	4126	1.68391
12	4500	3.02382
12	4660	3.43179
12	4676	3.49444
12	4692	3.55611
13	743	2.45142
13	871	2.45142
13	1063	2.47828
13	1368	2.64696
13	1461	2.6469
13	1733	2.64691
13	1777	2.64698
14	1381	1.96593
14	2590	2.05419
14	2894	2.29859
14	2974	2.53741
14	3114	2.84872
14	3332	3.13088
14	3457	3.13094
15	3843	1.00928
15	4104	1.78372
15	4449	2.6907
15	4526	3.04164
15	4528	3.00047
15	4586	3.12056
15	4643	3.3197
16	3489	0.835352
16	4170	2.22333
16	4207	2.33777
16	4426	2.79165
16	4486	3.12937
16	4510	3.23802
16	4584	3.40561
17	244	2.67832
17	313	2.45603
17	1590	2.97803
17	1648	2.77812
17	2191	3.60495
17	2502	3.46937
17	2510	1.24708
18	757	1.27455
18	2297	2.13098
18	2575	2.51228
18	2949	2.98497
18	2973	2.95743
18	3317	3.00843
18	3515	3.09927
19	2856	1.47623
19	3130	2.21486
19	3726	2.35426
19	3929	2.78367
19	3942	2.84983
19	4083	3.14704
19	4145	3.14162
20	3150	2.26287
20	3341	2.41646
20	3550	2.42956
20	3644	2.65039
20	3791	3.01919
20	3804	2.60088
20	3816	2.58571
21	247	2.30169
21	368	2.25807
21	826	2.4777
21	1031	2.48402
21	1094	2.48397
21	1695	2.6978
21	1888	3.25824
22	705	2.74676
22	1007	2.92337
22	1051	2.9232
22	1053	2.92309
22	1120	2.92306
22	1460	0.81
22	1628	3.52902
23	3573	0.524057
23	4330	2.32665
23	4434	2.77548
23	4561	2.91499
23	4569	2.88049
23	4637	3.19955
23	4721	3.34378
24	929	1.68801
24	1147	1.67562
24	2830	2.18455
24	2910	2.40368
24	3430	3.14539
24	3482	3.27509
24	3766	3.59085
25	39	2.27035
25	88	2.20766
25	1013	2.92631
25	1037	2.49954
25	1571	2.61511
25	1675	2.62547
25	2119	2.82539
26	137	2.80832
26	497	2.80837
26	586	2.80852
26	592	2.8083
26	943	3.06364
26	1763	3.66945
26	4536	5.17802
27	2051	1.69329
27	2572	2.04768
27	2624	2.41188
27	3087	2.91228
27	3157	3.07795
27	3301	2.70821
27	3471	3.11737
28	3172	1.24246
28	3390	1.85518
28	3620	1.64975
28	4244	3.08184
28	4370	3.18287
28	4499	3.33763
28	4520	3.61469
29	2222	2.19646
29	2513	2.25771
29	2801	2.39795
29	2946	2.61524
29	3018	2.86717
29	3274	2.81701
29	3287	2.817
30	229	2.13695
30	623	2.09154
30	1174	2.27466
30	1362	2.52575
30	1490	2.95824
30	1495	2.8953
30	2046	3.08595
31	1211	2.60249
31	1841	2.72397
31	2208	1.09449
31	2436	2.90322
31	2747	3.24591
31	2758	3.24591
31	2895	3.24593
32	1134	2.06696
32	1296	2.2254
32	1614	2.38255
32	1759	2.64633
32	1796	2.75829
32	2636	2.88723
32	2818	2.99521
33	1062	0.811515
33	1980	1.39422
33	3494	2.80854
33	3585	2.9374
33	3671	3.09151
33	3898	3.19902
33	4040	3.7206
34	1755	1.48633
34	2182	1.93286
34	2656	2.13741
34	2947	2.54367
34	3533	3.17274
34	3649	3.04767
34	3924	3.65217
35	250	2.86408
35	395	2.75013
35	429	2.24821
35	637	2.26918
35	882	2.44235
35	924	2.95195
35	1140	2.44229
36	350	2.31001
36	813	2.17998
36	1427	3.22336
36	1956	2.40168
36	2022	2.57138
36	2361	2.64166
36	2423	2.64175
37	140	1.83687
37	780	2.07457
37	1584	1.95956
37	2669	2.71174
37	2820	3.04103
37	2823	3.04958
37	3078	3.28676
38	326	0.903599
38	2510	2.31152
38	2656	2.26586
38	2766	2.2789
38	3345	3.12132
38	3533	3.30118
38	3924	3.78061
39	3	2.34746
39	25	2.27035
39	456	2.24653
39	1013	2.98576
39	1037	2.55899
