1	59 
2	4 
3	47 
4	23 
5	50 
6	51 
7	52 
8	16 
9	27 
10	40 
11	47 
12	2 
13	2 
14	1 
15	21 
16	39 
17	17 
18	40 
19	40 
20	4 
21	54 
22	51 
23	59 
24	19 
25	13 
26	59 
27	16 
28	59 
29	4 
30	9 
31	59 
32	47 
33	10 
34	51 
35	47 
36	54 
37	54 
38	23 
39	27 
40	5 
41	20 
42	54 
43	26 
44	5 
45	22 
46	3 
47	34 
48	18 
49	50 
50	10 
51	22 
52	30 
53	1 
54	4 
55	8 
56	1 
57	52 
58	47 
59	52 
60	35 
61	54 
62	5 
63	54 
64	53 
65	16 
66	53 
67	22 
68	9 
69	39 
70	40 
71	48 
72	13 
73	33 
74	48 
75	8 
76	59 
77	59 
78	45 
79	28 
80	53 
81	39 
82	6 
83	40 
84	25 
85	22 
86	39 
87	40 
88	50 
89	51 
90	13 
91	33 
92	15 
93	33 
94	54 
95	28 
96	20 
97	39 
98	51 
99	23 
100	55 
101	34 
102	41 
103	24 
104	42 
105	46 
106	23 
107	30 
108	54 
109	12 
110	34 
111	40 
112	5 
113	45 
114	8 
115	30 
116	48 
117	26 
118	34 
119	50 
120	17 
121	26 
122	15 
123	44 
124	52 
125	52 
126	35 
127	50 
128	48 
129	29 
130	17 
131	26 
132	59 
133	39 
134	51 
135	22 
136	16 
137	41 
138	59 
139	51 
140	30 
141	52 
142	54 
143	13 
144	39 
145	29 
146	3 
147	52 
148	47 
149	34 
150	45 
151	34 
152	39 
153	59 
154	33 
155	25 
156	23 
157	59 
158	2 
159	39 
160	57 
161	45 
162	51 
163	41 
164	31 
165	50 
166	10 
167	23 
168	23 
169	21 
170	22 
171	25 
172	9 
173	23 
174	3 
175	54 
176	20 
177	26 
178	39 
179	54 
180	14 
181	30 
182	21 
183	2 
184	34 
185	51 
186	36 
187	28 
188	14 
189	50 
190	22 
191	51 
192	15 
193	54 
194	47 
195	20 
196	39 
197	25 
198	45 
199	36 
200	23 
201	22 
202	53 
203	38 
204	15 
205	47 
206	53 
207	60 
208	29 
209	39 
210	52 
211	19 
212	44 
213	27 
214	23 
215	50 
216	37 
217	51 
218	45 
219	54 
220	52 
221	28 
222	45 
223	50 
224	19 
225	32 
226	47 
227	59 
228	39 
229	22 
230	17 
231	56 
232	5 
233	44 
234	44 
235	23 
236	42 
237	23 
238	4 
239	12 
240	36 
241	20 
242	38 
243	20 
244	30 
245	30 
246	35 
247	38 
248	42 
249	39 
250	34 
251	48 
252	30 
253	50 
254	19 
255	54 
256	8 
257	45 
258	6 
259	29 
260	51 
261	10 
262	51 
263	10 
264	19 
265	5 
266	10 
267	50 
268	8 
269	26 
270	8 
271	51 
272	24 
273	5 
274	27 
275	5 
276	28 
277	58 
278	59 
279	11 
280	19 
281	24 
282	5 
283	52 
284	51 
285	32 
286	28 
287	13 
288	21 
289	1 
290	33 
291	54 
292	47 
293	49 
294	50 
295	2 
296	53 
297	38 
298	38 
299	29 
300	11 
301	34 
302	43 
303	42 
304	22 
305	59 
306	50 
307	10 
308	2 
309	31 
310	6 
311	5 
312	18 
313	33 
314	60 
315	27 
316	52 
317	13 
318	33 
319	39 
320	4 
321	42 
322	19 
323	43 
324	42 
325	24 
326	28 
327	16 
328	1 
329	25 
330	5 
331	52 
332	35 
333	10 
334	24 
335	52 
336	18 
337	23 
338	10 
339	24 
340	16 
341	22 
342	23 
343	23 
344	37 
345	27 
346	30 
347	22 
348	5 
349	3 
350	47 
351	47 
352	33 
353	1 
354	27 
355	44 
356	55 
357	48 
358	52 
359	52 
360	33 
361	3 
362	22 
363	12 
364	16 
365	59 
366	5 
367	6 
368	15 
369	4 
370	7 
371	3 
372	34 
373	3 
374	17 
375	23 
376	15 
377	19 
378	44 
379	45 
380	53 
381	41 
382	34 
383	59 
384	10 
385	51 
386	30 
387	17 
388	22 
389	10 
390	33 
391	50 
392	26 
393	51 
394	10 
395	53 
396	52 
397	11 
398	54 
399	55 
400	55 
401	23 
402	54 
403	10 
404	28 
405	14 
406	52 
407	19 
408	34 
409	3 
410	45 
411	23 
412	8 
413	2 
414	43 
415	53 
416	23 
417	10 
418	13 
419	30 
420	15 
421	52 
422	33 
423	37 
424	33 
425	5 
426	58 
427	34 
428	34 
429	23 
430	9 
431	59 
432	5 
433	37 
434	33 
435	30 
436	55 
437	13 
438	28 
439	22 
440	24 
441	59 
442	25 
443	40 
444	23 
445	34 
446	1 
447	52 
448	24 
449	28 
450	55 
451	11 
452	47 
453	25 
454	56 
455	38 
456	59 
457	2 
458	41 
459	47 
460	32 
461	36 
462	29 
463	27 
464	49 
465	5 
466	21 
467	4 
468	16 
469	28 
470	13 
471	51 
472	38 
473	39 
474	27 
475	26 
476	37 
477	24 
478	52 
479	20 
480	56 
481	59 
482	21 
483	5 
484	32 
485	52 
486	44 
487	48 
488	36 
489	7 
490	20 
491	24 
492	49 
493	51 
494	31 
495	31 
496	8 
497	19 
498	37 
499	25 
500	7 
501	53 
502	13 
503	5 
504	8 
505	7 
506	55 
507	24 
508	41 
509	39 
510	4 
511	15 
512	22 
513	28 
514	11 
515	39 
516	37 
517	14 
518	4 
519	52 
520	25 
521	27 
522	39 
523	29 
524	2 
525	55 
526	42 
527	53 
528	39 
529	19 
530	54 
531	34 
532	23 
533	50 
534	10 
535	37 
536	34 
537	38 
538	24 
539	11 
540	16 
541	53 
542	22 
543	24 
544	36 
545	39 
546	2 
547	44 
548	40 
549	48 
550	33 
551	52 
552	23 
553	14 
554	51 
555	33 
556	54 
557	58 
558	29 
559	19 
560	56 
561	4 
562	20 
563	23 
564	8 
565	39 
566	56 
567	26 
568	7 
569	54 
570	50 
571	29 
572	48 
573	24 
574	7 
575	23 
576	8 
577	56 
578	51 
579	3 
580	24 
581	54 
582	4 
583	34 
584	33 
585	8 
586	23 
587	54 
588	19 
589	28 
590	9 
591	22 
592	13 
593	51 
594	34 
595	36 
596	27 
