1	148 
2	114 
3	44 
4	160 
5	216 
6	107 
7	130 
8	112 
9	20 
10	179 
11	103 
12	126 
13	15 
14	75 
15	144 
16	197 
17	137 
18	209 
19	23 
20	3 
21	191 
22	92 
23	136 
24	149 
25	44 
26	132 
27	115 
28	152 
29	4 
30	53 
31	89 
32	188 
33	189 
34	45 
35	77 
36	116 
37	32 
38	45 
39	44 
40	91 
41	101 
42	193 
43	174 
44	148 
45	180 
46	98 
47	102 
48	155 
49	125 
50	124 
51	115 
52	186 
53	41 
54	158 
55	141 
56	207 
57	101 
58	11 
59	161 
60	206 
61	195 
62	95 
63	133 
64	216 
65	70 
66	175 
67	34 
68	159 
69	13 
70	10 
71	36 
72	177 
73	35 
74	180 
75	130 
76	201 
77	214 
78	178 
79	138 
80	47 
81	64 
82	105 
83	92 
84	127 
85	219 
86	193 
87	145 
88	44 
89	61 
90	150 
91	181 
92	103 
93	37 
94	16 
95	120 
96	202 
97	38 
98	173 
99	22 
100	121 
101	121 
102	200 
103	79 
104	184 
105	182 
106	142 
107	41 
108	215 
109	93 
110	144 
111	7 
112	194 
113	162 
114	67 
115	46 
116	61 
117	82 
118	98 
119	89 
120	42 
121	124 
122	5 
123	159 
124	16 
125	79 
126	128 
127	80 
128	81 
129	70 
130	166 
131	184 
132	171 
133	87 
134	126 
135	168 
136	3 
137	132 
138	142 
139	126 
140	32 
141	131 
142	213 
143	189 
144	128 
145	200 
146	107 
147	98 
148	77 
149	88 
150	99 
151	199 
152	75 
153	107 
154	206 
155	40 
156	147 
157	73 
158	130 
159	146 
160	167 
161	9 
162	197 
163	91 
164	216 
165	185 
166	195 
167	45 
168	94 
169	90 
170	81 
171	211 
172	62 
173	93 
174	90 
175	20 
176	132 
177	42 
178	121 
179	20 
180	61 
181	187 
182	120 
183	98 
184	20 
185	53 
186	180 
187	42 
188	176 
189	84 
190	207 
191	146 
192	67 
193	54 
194	190 
195	216 
196	1 
197	216 
198	122 
199	148 
200	110 
201	3 
202	169 
203	166 
204	150 
205	6 
206	86 
207	215 
208	78 
209	146 
210	52 
211	158 
212	213 
213	155 
214	8 
215	52 
216	56 
217	95 
218	140 
219	61 
220	153 
221	127 
222	157 
223	152 
224	174 
225	142 
226	204 
227	67 
228	23 
229	53 
230	161 
231	12 
232	25 
233	10 
234	124 
235	190 
236	18 
237	142 
238	59 
239	71 
240	136 
241	138 
242	62 
243	51 
244	137 
245	122 
246	14 
247	191 
248	5 
249	45 
250	77 
251	12 
252	118 
253	197 
254	75 
255	37 
256	26 
257	129 
258	183 
259	127 
260	52 
261	64 
262	195 
263	5 
264	155 
265	80 
266	38 
267	84 
268	210 
269	195 
270	90 
271	91 
272	173 
273	78 
274	15 
275	101 
276	21 
277	8 
278	207 
279	18 
280	124 
281	28 
282	90 
283	187 
284	90 
285	171 
286	31 
287	71 
288	70 
289	56 
290	64 
291	182 
292	64 
293	134 
294	187 
295	159 
296	204 
297	137 
298	60 
299	134 
300	128 
301	169 
302	110 
303	123 
304	87 
305	70 
306	113 
307	48 
308	62 
309	53 
310	153 
311	146 
312	141 
313	137 
314	131 
315	29 
316	44 
317	24 
318	62 
319	196 
320	167 
321	185 
322	85 
323	171 
324	70 
325	136 
326	45 
327	83 
328	181 
329	14 
330	121 
331	16 
332	150 
333	148 
334	181 
335	140 
336	58 
337	166 
338	217 
339	99 
340	49 
341	69 
342	172 
343	6 
344	116 
345	83 
346	8 
347	100 
348	177 
349	55 
350	116 
351	16 
352	61 
353	170 
354	187 
355	115 
356	216 
357	215 
358	120 
359	24 
360	52 
361	45 
362	70 
363	16 
364	195 
365	186 
366	129 
367	151 
368	191 
369	94 
370	155 
371	37 
372	219 
373	146 
374	112 
375	38 
376	99 
377	95 
378	31 
379	33 
380	125 
381	55 
382	65 
383	122 
384	137 
385	85 
386	74 
387	106 
388	23 
389	185 
390	216 
391	4 
392	2 
393	104 
394	10 
395	77 
396	80 
397	170 
398	136 
399	120 
400	11 
401	2 
402	93 
403	214 
404	144 
405	197 
406	55 
407	206 
408	26 
409	203 
410	135 
411	21 
412	134 
413	107 
414	123 
415	212 
416	192 
417	35 
418	19 
419	131 
420	147 
421	84 
422	61 
423	111 
424	111 
425	147 
426	115 
427	65 
428	54 
429	77 
430	54 
431	80 
432	27 
433	140 
434	136 
435	27 
436	35 
437	197 
438	186 
439	85 
440	103 
441	16 
442	4 
443	43 
444	42 
445	85 
446	214 
447	34 
448	105 
449	60 
450	142 
451	209 
452	65 
453	19 
454	190 
455	165 
456	44 
457	138 
458	47 
459	8 
460	199 
461	197 
462	10 
463	118 
464	111 
465	45 
466	126 
467	213 
468	84 
469	84 
470	110 
471	145 
472	76 
473	195 
474	38 
475	11 
476	167 
477	149 
478	178 
479	21 
480	181 
481	102 
482	92 
483	91 
484	85 
485	14 
486	108 
487	2 
488	6 
489	122 
490	143 
491	76 
492	12 
493	87 
494	59 
495	87 
496	189 
497	132 
498	175 
499	61 
500	84 
501	29 
502	122 
503	167 
504	219 
505	182 
506	142 
507	196 
508	43 
509	148 
510	76 
511	117 
512	207 
513	59 
514	117 
515	190 
516	109 
517	26 
518	116 
519	134 
520	40 
521	211 
522	153 
523	15 
524	125 
525	178 
526	141 
527	93 
528	156 
529	158 
530	174 
531	7 
532	194 
533	217 
534	182 
535	106 
536	189 
537	48 
538	109 
539	16 
540	31 
541	156 
542	93 
543	135 
544	214 
545	62 
546	198 
547	162 
548	147 
549	42 
550	50 
551	123 
552	34 
553	136 
554	118 
555	156 
556	37 
557	187 
558	37 
559	4 
560	218 
561	27 
562	217 
563	87 
564	164 
565	118 
566	126 
567	214 
568	182 
569	38 
570	155 
