1	57	2.48336
1	334	2.4832
1	402	2.48306
1	629	2.70585
1	666	2.70594
1	707	2.76896
1	755	2.706
2	169	2.05269
2	689	2.75642
2	1077	2.45943
2	1187	2.47915
2	1437	2.73736
2	1466	2.73726
2	1767	3.11413
3	139	2.22282
3	511	2.34755
3	524	2.90063
3	670	2.34721
3	980	2.52113
3	1290	2.90691
3	1516	3.08902
4	80	2.16726
4	228	2.32118
4	512	2.86657
4	552	2.55352
4	1005	2.66974
4	1059	2.77419
4	1744	2.97705
5	278	2.24782
5	381	2.24824
5	525	2.19888
5	662	2.1986
5	756	2.19826
5	884	2.35386
5	2598	4.88911
6	565	2.43308
6	767	2.39424
6	787	2.05888
6	933	2.55385
6	1093	2.65706
6	1139	3.2651
6	1528	2.97892
7	129	2.43284
7	147	2.43316
7	390	2.43328
7	492	2.58393
7	649	2.6837
7	888	2.81782
7	1112	2.95066
8	487	2.2738
8	635	2.37132
8	802	2.88291
8	919	2.48784
8	1007	2.4878
8	1361	2.5096
8	2014	3.31962
9	54	2.91304
9	175	2.40883
9	238	2.91402
9	252	2.4092
9	382	2.40885
9	897	2.75249
9	916	2.52347
10	36	2.56476
10	49	2.56496
10	60	2.62405
10	82	2.40487
10	535	2.68533
10	555	2.66684
10	924	2.82082
11	333	1.37295
11	351	2.22235
11	607	1.63314
11	631	1.65941
11	931	2.24933
11	1127	2.23608
11	2989	6.96221
12	466	3.26802
12	507	2.59443
12	533	2.12572
12	657	1.90667
12	674	1.41643
12	1572	1.65
12	2781	5.37425
13	33	2.2667
13	428	2.43686
13	444	2.7806
13	548	2.49748
13	633	2.49749
13	817	2.7075
13	1357	3.14302
14	118	2.62668
14	331	2.03724
14	672	2.83819
14	904	3.68027
14	1045	3.53221
14	1147	3.62101
14	2527	1.17576
15	290	2.87393
15	349	2.42511
15	385	2.38871
15	679	2.58952
15	712	2.53842
15	949	2.77805
15	955	2.75144
16	279	2.91458
16	297	2.22226
16	332	2.29443
16	734	2.56804
16	750	2.50441
16	849	2.74608
16	1416	3.0881
17	133	1.95624
17	174	2.43636
17	254	2.30113
17	418	2.4424
17	957	3.57617
17	1036	3.45288
17	1210	2.16173
18	93	1.94159
18	177	1.94164
18	651	2.38802
18	1012	2.83175
18	1273	2.85055
18	1343	3.07809
18	1580	3.30397
19	429	1.71338
19	1097	1.60776
19	1483	0.73582
19	1714	1.42428
19	2765	3.6991
19	2791	3.96415
19	2944	5.19508
20	903	1.52491
20	1324	1.5244
20	1499	2.37723
20	1501	2.45454
20	2729	1.72601
20	2858	5.22833
20	2864	5.22836
21	247	2.21818
